,Name,Applicants total,Admissions total,Enrolled total,Percent of freshmen submitting SAT scores,Percent of freshmen submitting ACT scores,SAT Critical Reading 25th percentile score,SAT Critical Reading 75th percentile score,SAT Math 25th percentile score,SAT Math 75th percentile score,SAT Writing 25th percentile score,SAT Writing 75th percentile score,ACT Composite 25th percentile score,ACT Composite 75th percentile score,"Estimated enrollment, total","Estimated enrollment, full time","Estimated enrollment, part time","Estimated undergraduate enrollment, total","Estimated undergraduate enrollment, full time","Estimated undergraduate enrollment, part time","Estimated freshman undergraduate enrollment, total","Estimated freshman enrollment, full time","Estimated freshman enrollment, part time","Estimated graduate enrollment, total","Estimated graduate enrollment, full time","Estimated graduate enrollment, part time",Number of students receiving an Associate's degree,Percent admitted - total,Admissions yield - total,"Tuition and fees, 2010-11","Tuition and fees, 2011-12","Tuition and fees, 2012-13","Tuition and fees, 2013-14",Total price for in-state students living on campus 2013-14,Total price for out-of-state students living on campus 2013-14,State abbreviation,FIPS state code,Geographic region,Sector of institution,Level of institution,Control of institution,Historically Black College or University,Tribal college,Degree of urbanization (Urban-centric locale),Carnegie Classification 2010: Basic,Total  enrollment,Full-time enrollment,Part-time enrollment,Undergraduate enrollment,Graduate enrollment,Full-time undergraduate enrollment,Part-time undergraduate enrollment,Percent of total enrollment that are American Indian or Alaska Native,Percent of total enrollment that are Asian,Percent of total enrollment that are Black or African American,Percent of total enrollment that are Hispanic/Latino,Percent of total enrollment that are Native Hawaiian or Other Pacific Islander,Percent of total enrollment that are White,Percent of total enrollment that are two or more races,Percent of total enrollment that are Race/ethnicity unknown,Percent of total enrollment that are Nonresident Alien,Percent of total enrollment that are Asian/Native Hawaiian/Pacific Islander,Percent of total enrollment that are women,Percent of undergraduate enrollment that are American Indian or Alaska Native,Percent of undergraduate enrollment that are Asian,Percent of undergraduate enrollment that are Black or African American,Percent of undergraduate enrollment that are Hispanic/Latino,Percent of undergraduate enrollment that are Native Hawaiian or Other Pacific Islander,Percent of undergraduate enrollment that are White,Percent of undergraduate enrollment that are two or more races,Percent of undergraduate enrollment that are Race/ethnicity unknown,Percent of undergraduate enrollment that are Nonresident Alien,Percent of undergraduate enrollment that are Asian/Native Hawaiian/Pacific Islander,Percent of undergraduate enrollment that are women,Percent of graduate enrollment that are American Indian or Alaska Native,Percent of graduate enrollment that are Asian,Percent of graduate enrollment that are Black or African American,Percent of graduate enrollment that are Hispanic/Latino,Percent of graduate enrollment that are Native Hawaiian or Other Pacific Islander,Percent of graduate enrollment that are White,Percent of graduate enrollment that are two or more races,Percent of graduate enrollment that are Race/ethnicity unknown,Percent of graduate enrollment that are Nonresident Alien,Percent of graduate enrollment that are Asian/Native Hawaiian/Pacific Islander,Percent of graduate enrollment that are women,Number of first-time undergraduates - in-state,Percent of first-time undergraduates - in-state,Number of first-time undergraduates - out-of-state,Percent of first-time undergraduates - out-of-state,Number of first-time undergraduates - foreign countries,Percent of first-time undergraduates - foreign countries,Number of first-time undergraduates - residence unknown,Percent of first-time undergraduates - residence unknown,"Graduation rate - Bachelor degree within 4 years, total","Graduation rate - Bachelor degree within 5 years, total","Graduation rate - Bachelor degree within 6 years, total",Percent of freshmen receiving any financial aid,"Percent of freshmen receiving federal, state, local or institutional grant aid",Percent of freshmen  receiving federal grant aid,Percent of freshmen receiving Pell grants,Percent of freshmen receiving other federal grant aid,Percent of freshmen receiving state/local grant aid,Percent of freshmen receiving institutional grant aid,Percent of freshmen receiving student loan aid,Percent of freshmen receiving federal student loans,Percent of freshmen receiving other loan aid,Endowment assets (year end) per FTE enrollment (GASB),Endowment assets (year end) per FTE enrollment (FASB)
168,Rensselaer Hartford Graduate Center Inc,,,,,,,,,,,,,,300.0,12.0,288.0,,,,,,,300.0,12.0,288.0,0.0,,,,,,,,,Connecticut,Connecticut,New England CT ME MA NH RI VT,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Midsize,Master's Colleges and Universities (larger programs),281.0,11.0,270.0,0.0,281.0,0.0,0.0,0.0,10.0,3.0,2.0,0.0,76.0,0.0,10.0,0.0,10.0,20.0,,,,,,,,,,,,0.0,10.0,3.0,2.0,0.0,76.0,0.0,10.0,0.0,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,32321.0
169,University of Hartford,15127.0,9338.0,1267.0,74.0,15.0,470.0,570.0,480.0,580.0,,,20.0,26.0,6820.0,5213.0,1607.0,5187.0,4495.0,692.0,1267.0,1267.0,0.0,1633.0,718.0,915.0,131.0,62.0,14.0,29852.0,30754.0,32172.0,33358.0,48170.0,48170.0,Connecticut,Connecticut,New England CT ME MA NH RI VT,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Midsize,Master's Colleges and Universities (larger programs),6820.0,5213.0,1607.0,5187.0,1633.0,4495.0,692.0,0.0,3.0,13.0,8.0,0.0,60.0,2.0,8.0,6.0,3.0,53.0,1.0,3.0,15.0,9.0,0.0,58.0,2.0,7.0,5.0,3.0,50.0,0.0,4.0,6.0,6.0,0.0,65.0,1.0,10.0,8.0,4.0,61.0,487.0,38.0,743.0,59.0,37.0,3.0,0.0,0.0,51.0,59.0,61.0,98.0,98.0,32.0,32.0,13.0,9.0,98.0,75.0,74.0,18.0,,19519.0
170,Mitchell College,1162.0,670.0,178.0,,,,,,,,,,,866.0,747.0,119.0,866.0,747.0,119.0,178.0,176.0,2.0,0.0,0.0,0.0,19.0,58.0,27.0,26907.0,27714.0,28494.0,29458.0,46750.0,46750.0,Connecticut,Connecticut,New England CT ME MA NH RI VT,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Small,Baccalaureate Colleges--Diverse Fields,866.0,747.0,119.0,866.0,0.0,747.0,119.0,1.0,2.0,13.0,7.0,0.0,68.0,5.0,3.0,1.0,2.0,46.0,1.0,2.0,13.0,7.0,0.0,68.0,5.0,3.0,1.0,2.0,46.0,,,,,,,,,,,,92.0,52.0,82.0,46.0,4.0,2.0,0.0,0.0,31.0,38.0,39.0,100.0,97.0,35.0,35.0,19.0,20.0,97.0,90.0,89.0,13.0,,8945.0
171,University of New Haven,10169.0,7567.0,1174.0,90.0,24.0,460.0,550.0,470.0,580.0,460.0,560.0,20.0,25.0,6555.0,5342.0,1213.0,4864.0,4407.0,457.0,1174.0,1159.0,15.0,1691.0,935.0,756.0,50.0,74.0,16.0,30750.0,31750.0,32750.0,33740.0,50210.0,50210.0,Connecticut,Connecticut,New England CT ME MA NH RI VT,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Master's Colleges and Universities (larger programs),6555.0,5342.0,1213.0,4864.0,1691.0,4407.0,457.0,0.0,2.0,8.0,7.0,0.0,51.0,1.0,17.0,13.0,2.0,50.0,0.0,2.0,8.0,8.0,0.0,52.0,1.0,20.0,7.0,2.0,49.0,0.0,3.0,8.0,4.0,0.0,47.0,1.0,7.0,29.0,3.0,50.0,348.0,30.0,768.0,65.0,57.0,5.0,1.0,0.0,44.0,53.0,55.0,95.0,95.0,28.0,28.0,1.0,11.0,95.0,79.0,79.0,26.0,,4809.0
172,Quinnipiac University,20699.0,13914.0,1803.0,90.0,29.0,490.0,580.0,510.0,610.0,500.0,590.0,22.0,27.0,8829.0,7612.0,1217.0,6547.0,6316.0,231.0,1803.0,1800.0,3.0,2282.0,1296.0,986.0,0.0,67.0,13.0,34250.0,36130.0,38000.0,39330.0,55780.0,55780.0,Connecticut,Connecticut,New England CT ME MA NH RI VT,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Master's Colleges and Universities (larger programs),8803.0,7602.0,1201.0,6542.0,2261.0,6307.0,235.0,0.0,3.0,5.0,7.0,0.0,77.0,2.0,5.0,2.0,3.0,63.0,0.0,2.0,4.0,8.0,0.0,78.0,2.0,3.0,2.0,2.0,62.0,0.0,4.0,5.0,5.0,0.0,72.0,1.0,9.0,4.0,4.0,66.0,436.0,24.0,1316.0,73.0,48.0,3.0,0.0,0.0,72.0,76.0,76.0,89.0,86.0,16.0,15.0,5.0,5.0,86.0,66.0,65.0,15.0,,36852.0
173,Sacred Heart University,7781.0,5932.0,865.0,,,,,,,,,,,6890.0,4530.0,2360.0,4500.0,3802.0,698.0,1274.0,1274.0,,2390.0,728.0,1662.0,8.0,76.0,15.0,31440.0,32724.0,34030.0,35050.0,53569.0,53569.0,Connecticut,Connecticut,New England CT ME MA NH RI VT,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Master's Colleges and Universities (larger programs),6983.0,4542.0,2441.0,4489.0,2494.0,3773.0,716.0,0.0,2.0,4.0,6.0,0.0,68.0,1.0,17.0,2.0,2.0,68.0,0.0,2.0,3.0,6.0,0.0,66.0,0.0,21.0,1.0,2.0,64.0,0.0,2.0,6.0,5.0,0.0,71.0,1.0,11.0,3.0,2.0,74.0,353.0,28.0,898.0,71.0,15.0,1.0,1.0,0.0,63.0,69.0,70.0,95.0,94.0,17.0,16.0,12.0,16.0,94.0,68.0,67.0,12.0,,20869.0
174,University of Saint Joseph,860.0,737.0,153.0,95.0,17.0,430.0,520.0,430.0,520.0,,,18.0,22.0,2640.0,1220.0,1420.0,1049.0,794.0,255.0,153.0,153.0,0.0,1591.0,426.0,1165.0,0.0,86.0,21.0,28530.0,30310.0,31826.0,33417.0,49923.0,49923.0,Connecticut,Connecticut,New England CT ME MA NH RI VT,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Small,Master's Colleges and Universities (larger programs),2640.0,1220.0,1420.0,1049.0,1591.0,794.0,255.0,0.0,5.0,8.0,7.0,0.0,55.0,1.0,24.0,1.0,5.0,90.0,0.0,3.0,12.0,12.0,0.0,53.0,2.0,18.0,0.0,3.0,98.0,0.0,6.0,5.0,4.0,0.0,55.0,1.0,28.0,1.0,6.0,84.0,137.0,90.0,14.0,9.0,2.0,1.0,0.0,0.0,37.0,50.0,52.0,100.0,99.0,39.0,38.0,38.0,55.0,98.0,90.0,90.0,13.0,,11878.0
175,Southern Connecticut State University,4870.0,3673.0,1380.0,97.0,8.0,410.0,510.0,410.0,510.0,420.0,530.0,17.0,22.0,10804.0,7892.0,2912.0,8257.0,7016.0,1241.0,1380.0,1361.0,19.0,2547.0,876.0,1671.0,0.0,75.0,38.0,8050.0,8248.0,8570.0,9020.0,22945.0,34411.0,Connecticut,Connecticut,New England CT ME MA NH RI VT,"Public, 4-year or above",Four or more years,Public,No,No,City: Midsize,Master's Colleges and Universities (larger programs),10804.0,7892.0,2912.0,8257.0,2547.0,7016.0,1241.0,0.0,2.0,14.0,10.0,0.0,64.0,2.0,7.0,0.0,2.0,64.0,0.0,2.0,15.0,11.0,0.0,60.0,2.0,7.0,0.0,2.0,61.0,0.0,2.0,9.0,6.0,0.0,74.0,1.0,7.0,1.0,2.0,75.0,1277.0,93.0,95.0,7.0,4.0,0.0,4.0,0.0,18.0,42.0,49.0,81.0,57.0,33.0,33.0,3.0,11.0,24.0,69.0,68.0,5.0,1343.0,
176,Trinity College,7652.0,2432.0,604.0,48.0,30.0,570.0,680.0,580.0,670.0,590.0,673.0,25.0,29.0,2387.0,2199.0,188.0,2299.0,2194.0,105.0,604.0,604.0,,88.0,5.0,83.0,0.0,32.0,25.0,42420.0,44070.0,45730.0,47510.0,62310.0,62310.0,Connecticut,Connecticut,New England CT ME MA NH RI VT,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Midsize,Baccalaureate Colleges--Arts & Sciences,2390.0,2188.0,202.0,2301.0,89.0,2184.0,117.0,0.0,4.0,6.0,7.0,0.0,65.0,3.0,6.0,8.0,4.0,49.0,0.0,4.0,6.0,7.0,0.0,64.0,3.0,6.0,8.0,4.0,49.0,0.0,3.0,3.0,9.0,0.0,78.0,1.0,1.0,4.0,3.0,54.0,83.0,14.0,453.0,75.0,66.0,11.0,2.0,0.0,81.0,85.0,86.0,41.0,38.0,10.0,10.0,9.0,6.0,38.0,32.0,27.0,7.0,,206497.0
177,Wesleyan University,10046.0,2102.0,752.0,80.0,41.0,640.0,740.0,660.0,740.0,650.0,750.0,29.0,33.0,3205.0,3093.0,112.0,2907.0,2901.0,6.0,742.0,742.0,0.0,298.0,192.0,106.0,0.0,21.0,36.0,42384.0,43974.0,45928.0,47244.0,62849.0,62849.0,Connecticut,Connecticut,New England CT ME MA NH RI VT,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Small,Baccalaureate Colleges--Arts & Sciences,3205.0,3091.0,114.0,2906.0,299.0,2899.0,7.0,0.0,8.0,7.0,9.0,0.0,53.0,5.0,8.0,10.0,8.0,52.0,0.0,8.0,7.0,10.0,0.0,53.0,6.0,8.0,9.0,8.0,52.0,1.0,4.0,3.0,3.0,0.0,52.0,1.0,9.0,28.0,4.0,54.0,50.0,7.0,597.0,81.0,94.0,13.0,0.0,0.0,86.0,91.0,92.0,51.0,45.0,18.0,18.0,15.0,3.0,44.0,35.0,33.0,4.0,,208049.0
178,Western Connecticut State University,3613.0,2366.0,797.0,,,,,,,,,,,6025.0,4465.0,1560.0,5492.0,4394.0,1098.0,797.0,784.0,13.0,533.0,71.0,462.0,23.0,65.0,34.0,7909.0,8104.0,8440.0,8893.0,23426.0,34931.0,Connecticut,Connecticut,New England CT ME MA NH RI VT,"Public, 4-year or above",Four or more years,Public,No,No,City: Small,Master's Colleges and Universities (medium programs),6025.0,4465.0,1560.0,5492.0,533.0,4394.0,1098.0,0.0,3.0,10.0,14.0,0.0,69.0,1.0,2.0,0.0,3.0,54.0,0.0,3.0,11.0,14.0,0.0,68.0,1.0,2.0,0.0,3.0,53.0,0.0,3.0,4.0,7.0,0.0,81.0,1.0,3.0,0.0,3.0,65.0,735.0,92.0,62.0,8.0,0.0,0.0,0.0,0.0,21.0,40.0,45.0,81.0,58.0,30.0,30.0,2.0,47.0,3.0,77.0,69.0,8.0,,
179,Yale University,28977.0,2043.0,1356.0,84.0,35.0,700.0,800.0,710.0,790.0,710.0,800.0,32.0,35.0,11960.0,11800.0,160.0,5310.0,5300.0,10.0,1300.0,1300.0,,6650.0,6500.0,150.0,0.0,7.0,66.0,38300.0,40500.0,42300.0,44000.0,61620.0,61620.0,Connecticut,Connecticut,New England CT ME MA NH RI VT,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Midsize,Research Universities (very high research activity),12109.0,11927.0,182.0,5430.0,6679.0,5424.0,6.0,0.0,13.0,5.0,7.0,0.0,48.0,4.0,3.0,18.0,13.0,49.0,1.0,16.0,7.0,10.0,0.0,47.0,6.0,2.0,11.0,16.0,49.0,0.0,10.0,4.0,5.0,0.0,49.0,3.0,3.0,25.0,10.0,49.0,82.0,6.0,1113.0,82.0,162.0,12.0,1.0,0.0,90.0,96.0,98.0,61.0,51.0,13.0,13.0,7.0,1.0,50.0,6.0,6.0,0.0,,1528324.0
180,Delaware State University,8884.0,3703.0,1036.0,95.0,12.0,410.0,480.0,410.0,490.0,390.0,470.0,16.0,19.0,4338.0,3926.0,412.0,3894.0,3579.0,315.0,922.0,907.0,15.0,444.0,347.0,97.0,0.0,42.0,28.0,6731.0,7056.0,7336.0,7336.0,21581.0,29937.0,Delaware,Delaware,Mid East DE DC MD NJ NY PA,"Public, 4-year or above",Four or more years,Public,Yes,No,City: Small,Master's Colleges and Universities (medium programs),4336.0,3926.0,410.0,3892.0,444.0,3579.0,313.0,0.0,1.0,69.0,5.0,0.0,12.0,4.0,2.0,6.0,1.0,63.0,0.0,1.0,72.0,5.0,0.0,11.0,4.0,2.0,5.0,1.0,62.0,0.0,4.0,47.0,5.0,0.0,23.0,2.0,2.0,18.0,4.0,65.0,351.0,38.0,558.0,61.0,10.0,1.0,3.0,0.0,18.0,33.0,37.0,97.0,90.0,58.0,58.0,4.0,40.0,56.0,81.0,80.0,7.0,4724.0,
181,University of Delaware,25458.0,16467.0,4224.0,99.0,27.0,520.0,630.0,540.0,650.0,520.0,630.0,24.0,29.0,22166.0,19685.0,2481.0,18487.0,16852.0,1635.0,4224.0,4210.0,14.0,3679.0,2833.0,846.0,256.0,65.0,26.0,10208.0,11192.0,11682.0,12112.0,25612.0,43432.0,Delaware,Delaware,Mid East DE DC MD NJ NY PA,"Public, 4-year or above",Four or more years,Public,No,No,Suburb: Large,Research Universities (very high research activity),22166.0,19685.0,2481.0,18487.0,3679.0,16852.0,1635.0,0.0,5.0,5.0,6.0,0.0,71.0,2.0,1.0,9.0,5.0,56.0,0.0,4.0,5.0,7.0,0.0,75.0,3.0,1.0,4.0,5.0,57.0,0.0,5.0,4.0,3.0,0.0,53.0,1.0,1.0,33.0,5.0,50.0,1746.0,41.0,2421.0,57.0,0.0,0.0,57.0,1.0,68.0,79.0,82.0,82.0,70.0,14.0,14.0,3.0,22.0,51.0,53.0,53.0,8.0,,55964.0
182,Wesley College,2933.0,1833.0,556.0,89.0,9.0,360.0,470.0,360.0,475.0,360.0,455.0,16.0,23.0,1679.0,1448.0,231.0,1622.0,1403.0,219.0,694.0,694.0,0.0,57.0,45.0,12.0,30.0,62.0,30.0,20580.0,21565.0,22392.0,23590.0,38230.0,38230.0,Delaware,Delaware,Mid East DE DC MD NJ NY PA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Small,Baccalaureate Colleges--Diverse Fields,1655.0,1463.0,192.0,1600.0,55.0,1416.0,184.0,0.0,2.0,38.0,5.0,0.0,43.0,3.0,8.0,0.0,2.0,53.0,0.0,1.0,39.0,5.0,0.0,43.0,3.0,8.0,0.0,2.0,52.0,0.0,11.0,18.0,0.0,0.0,55.0,4.0,7.0,5.0,11.0,71.0,,,,,,,,,11.0,20.0,22.0,97.0,96.0,50.0,50.0,30.0,7.0,93.0,78.0,78.0,15.0,,4470.0
183,Wilmington University,,,,,,,,,,,,,,13886.0,5156.0,8730.0,8797.0,3898.0,4899.0,1071.0,464.0,607.0,5089.0,1258.0,3831.0,57.0,,,9290.0,9470.0,9710.0,9950.0,,,Delaware,Delaware,Mid East DE DC MD NJ NY PA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Doctoral/Research Universities,13621.0,4698.0,8923.0,8611.0,5010.0,3509.0,5102.0,1.0,2.0,23.0,3.0,0.0,48.0,0.0,18.0,5.0,2.0,66.0,1.0,2.0,23.0,3.0,0.0,48.0,0.0,20.0,3.0,2.0,65.0,1.0,2.0,24.0,2.0,0.0,49.0,0.0,14.0,7.0,2.0,68.0,,,,,,,,,31.0,36.0,38.0,87.0,73.0,45.0,45.0,3.0,25.0,14.0,71.0,67.0,12.0,,4066.0
184,American University,17545.0,7566.0,1627.0,67.0,35.0,590.0,690.0,570.0,660.0,580.0,680.0,26.0,30.0,12820.0,10235.0,2585.0,7342.0,6987.0,355.0,1627.0,1624.0,3.0,5478.0,3248.0,2230.0,0.0,43.0,22.0,36697.0,38071.0,39499.0,40649.0,56808.0,56808.0,District of Columbia,District of Columbia,Mid East DE DC MD NJ NY PA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Doctoral/Research Universities,12818.0,10233.0,2585.0,7340.0,5478.0,6985.0,355.0,0.0,6.0,7.0,9.0,0.0,49.0,3.0,15.0,10.0,6.0,61.0,0.0,6.0,6.0,10.0,0.0,55.0,5.0,9.0,8.0,6.0,61.0,0.0,5.0,9.0,8.0,0.0,41.0,1.0,22.0,12.0,6.0,61.0,,,,,,,,,76.0,79.0,80.0,80.0,72.0,19.0,19.0,2.0,6.0,71.0,56.0,56.0,7.0,,45966.0
185,Catholic University of America,6298.0,3783.0,837.0,88.0,29.0,500.0,610.0,510.0,610.0,,,22.0,27.0,6725.0,4756.0,1969.0,3713.0,3456.0,257.0,837.0,836.0,1.0,3012.0,1300.0,1712.0,13.0,60.0,22.0,33780.0,35460.0,36820.0,38526.0,56842.0,56842.0,District of Columbia,District of Columbia,Mid East DE DC MD NJ NY PA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Research Universities (high research activity),6725.0,4756.0,1969.0,3713.0,3012.0,3456.0,257.0,0.0,3.0,8.0,8.0,0.0,56.0,3.0,14.0,8.0,3.0,53.0,0.0,3.0,6.0,10.0,0.0,62.0,3.0,11.0,5.0,3.0,54.0,0.0,4.0,10.0,6.0,0.0,48.0,3.0,17.0,12.0,4.0,51.0,,,,,,,,,62.0,68.0,69.0,95.0,93.0,11.0,11.0,10.0,5.0,93.0,63.0,62.0,11.0,,45507.0
186,University of the District of Columbia,,,,,,,,,,,,,,5011.0,2199.0,2812.0,4712.0,1986.0,2726.0,562.0,241.0,321.0,299.0,213.0,86.0,300.0,,,5010.0,5010.0,5138.0,5138.0,,,District of Columbia,District of Columbia,Mid East DE DC MD NJ NY PA,"Public, 4-year or above",Four or more years,Public,Yes,No,City: Large,Master's Colleges and Universities (smaller programs),5011.0,2199.0,2812.0,4712.0,299.0,1986.0,2726.0,0.0,2.0,60.0,7.0,0.0,6.0,1.0,21.0,3.0,2.0,63.0,0.0,2.0,61.0,8.0,0.0,5.0,1.0,21.0,3.0,2.0,63.0,0.0,4.0,47.0,5.0,0.0,20.0,4.0,15.0,5.0,4.0,57.0,,,,,,,,,6.0,11.0,16.0,86.0,76.0,71.0,70.0,24.0,9.0,6.0,56.0,55.0,0.0,9456.0,
187,Gallaudet University,520.0,341.0,201.0,12.0,95.0,348.0,435.0,345.0,495.0,,,15.0,20.0,1561.0,1367.0,194.0,1077.0,1006.0,71.0,201.0,200.0,1.0,484.0,361.0,123.0,0.0,66.0,59.0,11226.0,11986.0,12806.0,13800.0,31988.0,31988.0,District of Columbia,District of Columbia,Mid East DE DC MD NJ NY PA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Master's Colleges and Universities (smaller programs),1561.0,1367.0,194.0,1077.0,484.0,1006.0,71.0,0.0,3.0,10.0,12.0,0.0,60.0,2.0,4.0,7.0,4.0,60.0,0.0,4.0,11.0,14.0,0.0,60.0,3.0,0.0,7.0,4.0,54.0,0.0,2.0,9.0,7.0,0.0,60.0,2.0,13.0,7.0,3.0,75.0,5.0,2.0,185.0,92.0,11.0,5.0,0.0,0.0,16.0,42.0,48.0,88.0,87.0,48.0,48.0,31.0,63.0,75.0,40.0,40.0,1.0,,121176.0
188,George Washington University,21756.0,7197.0,2387.0,75.0,37.0,600.0,690.0,600.0,700.0,610.0,700.0,27.0,31.0,25264.0,17109.0,8155.0,10357.0,9609.0,748.0,2356.0,2348.0,8.0,14907.0,7500.0,7407.0,192.0,33.0,33.0,42905.0,44148.0,45780.0,47343.0,61446.0,61446.0,District of Columbia,District of Columbia,Mid East DE DC MD NJ NY PA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Research Universities (very high research activity),25264.0,17109.0,8155.0,10357.0,14907.0,9609.0,748.0,0.0,8.0,9.0,6.0,0.0,54.0,2.0,6.0,14.0,9.0,56.0,0.0,9.0,7.0,7.0,0.0,60.0,3.0,4.0,9.0,9.0,55.0,0.0,8.0,10.0,5.0,0.0,50.0,1.0,8.0,17.0,8.0,56.0,16.0,1.0,2054.0,87.0,229.0,10.0,57.0,2.0,76.0,80.0,81.0,68.0,65.0,14.0,12.0,13.0,3.0,65.0,41.0,40.0,2.0,,63277.0
189,Georgetown University,20115.0,3413.0,1570.0,87.0,35.0,650.0,750.0,660.0,750.0,,,29.0,33.0,17849.0,14574.0,3275.0,7636.0,7300.0,336.0,1597.0,1596.0,1.0,10213.0,7274.0,2939.0,0.0,17.0,46.0,40203.0,41393.0,42870.0,44805.0,62179.0,62179.0,District of Columbia,District of Columbia,Mid East DE DC MD NJ NY PA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Research Universities (very high research activity),17849.0,14407.0,3442.0,7636.0,10213.0,7300.0,336.0,0.0,8.0,6.0,6.0,0.0,53.0,3.0,8.0,15.0,8.0,54.0,0.0,9.0,6.0,8.0,0.0,57.0,4.0,4.0,13.0,9.0,55.0,0.0,7.0,6.0,5.0,0.0,50.0,2.0,12.0,17.0,7.0,53.0,20.0,1.0,1418.0,89.0,156.0,10.0,0.0,0.0,88.0,91.0,92.0,53.0,42.0,14.0,14.0,5.0,1.0,41.0,26.0,25.0,3.0,,83669.0
190,Howard University,11687.0,5762.0,1394.0,76.0,48.0,490.0,590.0,480.0,590.0,480.0,580.0,21.0,26.0,10297.0,9123.0,1174.0,6974.0,6495.0,479.0,1594.0,1576.0,18.0,3323.0,2628.0,695.0,0.0,49.0,24.0,18120.0,20171.0,22683.0,22683.0,41643.0,41643.0,District of Columbia,District of Columbia,Mid East DE DC MD NJ NY PA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Yes,No,City: Large,Research Universities (high research activity),10297.0,9123.0,1174.0,6974.0,3323.0,6495.0,479.0,2.0,3.0,86.0,1.0,0.0,3.0,0.0,0.0,5.0,4.0,65.0,2.0,1.0,91.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,67.0,1.0,7.0,75.0,2.0,0.0,6.0,0.0,0.0,9.0,7.0,61.0,27.0,2.0,1495.0,94.0,72.0,5.0,0.0,0.0,40.0,56.0,61.0,93.0,76.0,47.0,47.0,4.0,2.0,63.0,66.0,66.0,6.0,,55408.0
191,Trinity Washington University,1493.0,781.0,276.0,,,,,,,,,,,2506.0,1301.0,1205.0,1853.0,1199.0,654.0,276.0,266.0,10.0,653.0,102.0,551.0,9.0,52.0,35.0,20575.0,20975.0,21125.0,21630.0,34470.0,34470.0,District of Columbia,District of Columbia,Mid East DE DC MD NJ NY PA,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,City: Large,Master's Colleges and Universities (larger programs),2506.0,1301.0,1205.0,1853.0,653.0,1199.0,654.0,0.0,1.0,70.0,11.0,0.0,4.0,1.0,11.0,1.0,1.0,92.0,0.0,1.0,71.0,14.0,0.0,2.0,1.0,10.0,1.0,1.0,95.0,0.0,1.0,67.0,5.0,0.0,11.0,1.0,13.0,2.0,1.0,83.0,,,,,,,,,15.0,31.0,34.0,99.0,99.0,84.0,84.0,15.0,44.0,99.0,80.0,80.0,1.0,,12127.0
192,Barry University,7845.0,3670.0,576.0,77.0,40.0,420.0,520.0,420.0,520.0,410.0,490.0,17.0,21.0,9009.0,5939.0,3070.0,4325.0,3672.0,653.0,570.0,568.0,2.0,4684.0,2267.0,2417.0,0.0,47.0,16.0,27200.0,28160.0,28160.0,28160.0,45100.0,45100.0,Florida,Florida,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,Suburb: Large,Doctoral/Research Universities,9030.0,5887.0,3143.0,4341.0,4689.0,3619.0,722.0,0.0,2.0,27.0,25.0,0.0,24.0,1.0,14.0,6.0,3.0,66.0,0.0,1.0,32.0,29.0,0.0,20.0,1.0,8.0,8.0,1.0,62.0,0.0,3.0,22.0,22.0,0.0,28.0,1.0,20.0,4.0,4.0,70.0,257.0,46.0,253.0,45.0,47.0,8.0,7.0,1.0,22.0,35.0,37.0,97.0,96.0,66.0,63.0,39.0,42.0,96.0,76.0,76.0,7.0,,3670.0
